,0,1,2,3
0,172922.5903,86461.29513,-172922.5903,-43230.64756
1,86461.29513,43230.64756,-86461.29513,-43230.64756
2,-172922.5903,-86461.29513,172922.5903,86461.29513
3,-86461.29513,-43230.64756,86461.29513,43230.64756
