,0,1,2,3
0,172922.59025998367,-86461.29512999191,-172922.59025998367,-43230.64756499598
1,-86461.29512999191,43230.64756499598,86461.29512999191,-43230.64756499598
2,-172922.59025998367,86461.29512999191,172922.59025998367,-86461.29512999191
3,86461.29512999191,-43230.64756499598,-86461.29512999191,43230.64756499598
