,0,1,2,3,4,5,6,7
0,343806.72904673277,257345.43391674088,-170884.138786749,-170884.138786749,-172922.59025998373,-43230.64756499593,0.0,0.0
1,257345.43391674088,214114.78635174496,-170884.138786749,-170884.138786749,-86461.29512999186,-43230.64756499593,0.0,0.0
2,-170884.138786749,-170884.138786749,827140.062380066,84422.8436567571,-483333.3333333333,0.0,-172922.59025998367,-43230.64756499598
3,-170884.138786749,-170884.138786749,84422.8436567571,214114.786351745,0.0,0.0,86461.29512999191,-43230.64756499598
4,-172922.59025998373,-86461.29512999186,-483333.3333333333,0.0,827140.0623800659,-84422.84365675712,-170884.1387867489,-170884.13878674907
5,-86461.29512999186,-43230.64756499593,0.0,0.0,-84422.84365675712,214114.78635174502,170884.13878674898,-170884.13878674907
6,0.0,0.0,-172922.59025998367,86461.29512999191,-170884.1387867489,170884.13878674898,343806.72904673254,-257345.43391674088
7,0.0,0.0,86461.29512999191,-43230.64756499598,170884.13878674898,-170884.13878674907,-257345.43391674088,214114.78635174505
