,0,1,2,3
0,170884.1388,-170884.1388,-170884.1388,-170884.1388
1,-170884.1388,170884.1388,170884.1388,-170884.1388
2,-170884.1388,170884.1388,170884.1388,-170884.1388
3,170884.1388,-170884.1388,-170884.1388,170884.1388
