,0,1,2,3
0,483333.3333333333,-5.919126195878873e-11,-483333.3333333333,-7.248838949532311e-27
1,-5.919126195878873e-11,7.248838949532311e-27,5.919126195878873e-11,-7.248838949532311e-27
2,-483333.3333333333,5.919126195878873e-11,483333.3333333333,-5.919126195878873e-11
3,5.919126195878873e-11,-7.248838949532311e-27,-5.919126195878873e-11,7.248838949532311e-27
