,0,1,2,3
0,1.63098876364477e-26,8.87868929381831e-11,-1.63098876364477e-26,-483333.3333333333
1,8.87868929381831e-11,483333.3333333333,-8.87868929381831e-11,-483333.3333333333
2,-1.63098876364477e-26,-8.87868929381831e-11,1.63098876364477e-26,8.87868929381831e-11
3,-8.87868929381831e-11,-483333.3333333333,8.87868929381831e-11,483333.3333333333
