,0,1,2,3,4,5,6,7
0,654217.4721200824,170884.138786749,-170884.138786749,-170884.138786749,0.0,0.0,-483333.3333333333,0.0
1,170884.138786749,170884.138786749,-170884.138786749,-170884.138786749,0.0,0.0,0.0,0.0
2,-170884.138786749,-170884.138786749,341768.2775734979,1.1641532182693481e-10,-170884.1387867489,-170884.13878674907,-1.63098876364477e-26,-483333.3333333333
3,-170884.138786749,-170884.138786749,1.1641532182693481e-10,825101.6109068315,170884.13878674898,-170884.13878674907,-8.87868929381831e-11,-483333.3333333333
4,0.0,0.0,-170884.1387867489,170884.13878674898,654217.4721200822,-170884.13878674904,-483333.3333333333,-7.248838949532311e-27
5,0.0,0.0,170884.13878674898,-170884.13878674907,-170884.13878674904,170884.13878674907,5.919126195878873e-11,-7.248838949532311e-27
6,-483333.3333333333,0.0,-1.63098876364477e-26,-8.87868929381831e-11,-483333.3333333333,5.919126195878873e-11,966666.6666666666,2.959563097939436e-11
7,0.0,0.0,-8.87868929381831e-11,-483333.3333333333,5.919126195878873e-11,-7.248838949532311e-27,2.959563097939436e-11,483333.3333333333
