,0,1,2,3
0,170884.138786749,170884.138786749,-170884.138786749,-170884.138786749
1,170884.138786749,170884.138786749,-170884.138786749,-170884.138786749
2,-170884.138786749,-170884.138786749,170884.138786749,170884.138786749
3,-170884.138786749,-170884.138786749,170884.138786749,170884.138786749
