,0,1,2,3
0,170884.1387867489,-170884.13878674898,-170884.1387867489,-170884.13878674907
1,-170884.13878674898,170884.13878674907,170884.13878674898,-170884.13878674907
2,-170884.1387867489,170884.13878674898,170884.1387867489,-170884.13878674898
3,170884.13878674898,-170884.13878674907,-170884.13878674898,170884.13878674907
